data-binding
acm,aplpy,healpy,numexpr,pyvisa,index-error

amazonica

taglist,sublime-anaconda,python-jedi,python-idle,pylint,pyflakes

spring,python-requests,scipy,pip,ipython,attributeerror

android-cling

zendx

weka,scikit-learn,countvectorizer,catboost,machine-learning

background-thread,python-multithreading,multiprocessing,python-multiprocessing,gil,pythonista

jsfml,pyglet,pymunk,aplpy,astropy,aggdraw

jdk-tools

jtoolbar

gaelyk

rmic

rome,feedparser,urlparse,numexpr,paster,attributeerror

sqljet

wffweb

java-compiler-api,numexpr,enaml,virtualenv,pip,enthought

generic-jms-ra

flying-saucer,pdfrw,pisa,pypdf,reportlab

apache-httpclient-4.x

any23

bufferedimage,python-imaging-library,scikit-image,pillow,imshow,python-imageio

nio2

lombok,numexpr,scipy,numpy,setuptools,sympy

jansi

tess4j

symja

catalyst,template-toolkit,robobrowser,cookiejar,urlparse,mechanicalsoup

scenebuilder,scipy,wxpython,pillow,matplotlib,fipy

primefaces,numpy,enthought,scikit-learn

jtreetable

ibm-bpm,pyro,pyflakes

minecraft,attributeerror,numpy,numexpr,enthought,pickle

tarsosdsp,wave,signal-processing,pydub,pyaudio,scipy

inria-spoon

jett

rubyzip,linecache,nameerror

hibernate-session,alembic,enthought

beehive

jslint4java

jvmti,numexpr,joblib,python-c-api

jetty,basehttpserver,twill,python-requests,numpy,scikit-learn

jopendocument

libsvmsharp

lwuit,aplpy,pyqtgraph

freeimage,itk,python-imageio,opencv,scikit-image,python-imaging-library

websphinx

jbullet,pyopengl,qutip,pymunk

parboiled,numexpr,python-newspaper,pysam,countvectorizer,spacy

geoserver,folium,mapserver,arcpy,matplotlib-basemap

dart-web-toolkit

java-security,pyopenssl,python-cryptography

xmlnodelist,elementtree,lxml,minidom,beautifulsoup,numexpr

ends-with,numexpr,index-error,repr,readlines,difflib

jdepend,setuptools,pyflakes,distribute,virtualenv,egg

voce

libaria

dacapo,bytesio,numexpr,python-idle,python-os,pyenchant

rx-java2

deltaxml

apache-commons-exec,subprocess,python-os,python-click,multiprocessing,psutil

rhq

unsatisfiedlinkerror,flann,scikit-image,pip,enaml,virtualenv

netflix-hollow

flowlayoutpanel

spring-mvc,python-requests,ipython,enthought,numpy,scipy

channel,python-multiprocessing,joblib,python-multithreading,stem,multiprocessing

zxing,python-imaging-library,opencv,pip,scikit-image,pillow

doclet,python-jira,egg,aplpy,setuptools,virtualenv

dl4j

oracle-maf,scikit-image,python-imaging-library,numexpr,numpy,virtualenv

yourkit,numexpr,joblib,cprofile,objgraph

ceylon

freehep

kernow

doxygen,python-sphinx,pyflakes,python-c-api,pyd,pylint

grails,python-requests,urllib,ipython,pip,numpy

retrofit,python-requests,urllib,pickle,pandas,numpy

qt-jambi,python-sip,enaml,pyuic,pyqtgraph,fipy

marklogic-corb

datumbox,scikit-learn,countvectorizer,tweepy,catboost,twython

yeppp

android-activityrecord

msgpack,numexpr,pickle,mpmath,pyhdf,python-c-api

stateless4j

couchbase-lite,python-cloudant,couchdb-python,pyhdf

solrj,pysolr,whoosh,xapian,spacy,nltk

jsdoc,python-sphinx,babel,python-c-api

compiler-options,python-c-api,skbio

clojure,joblib,numexpr,distribute,ipython,easy-install

koloboke

omnifaces

cruisecontrol,review-board,pyro

pattern-layout,sublimerepl,sublime-anaconda,paster,python-click

resty

schemacrawler,numexpr,python-db-api

lambdaj,numexpr,index-error,namedtuple,python-internals,ordereddictionary

license4j

google-plugin-eclipse,endpoints-proto-datastore,scipy,numexpr,lmfit,fipy

rsyntaxtextarea,python-idle,tk,virtualenv,enaml,canopy

datebox

jexl

apache-commons-csv,numpy,index-error,pandas,numexpr,scikit-learn

shark,pymunk,gud,python-idle,epd-python,enaml

sonarqube,python-coverage,tox,setuptools,distribute

agents-jade,numexpr,dask,dask-distributed,scikit-learn,joblib

spring-ldap,python-ldap,skbio,aplpy

vtk,qutip,mayavi,healpy,enaml,fipy

jcsv

rt.jar

jnotify,virtualenv,egg,numexpr,enthought,pyenv

appengine-maven-plugin,pyhdf,fipy,virtualenv,endpoints-proto-datastore,setuptools

filehandler,python-click,python-os,urlparse,bytesio,python-idle

infinispan,pandas,alembic,scikit-learn,numpy,dask

struts1

subant

immutables-library,numexpr,numpy,scipy,sympy,scikit-learn

google-http-client,python-requests,pickle,django-piston,telethon,urllib

objectscript,numexpr,mpmath,shlex,difflib,python-c-api

codepro,doctest,tox,pybuilder,python-coverage,python-unittest

apache-lucy

prefuse,aplpy,pygraph

gwt,enthought,numpy,scipy,ipython,pyinstaller

functional-java,numexpr,functools

xerces,elementtree,minidom,lxml,numexpr

iaik-jce,pyopenssl,python-cryptography,pycrypto,cryptographic-hash-function

java-micro-editon-sdk3.0

imagemagick,python-imaging-library,pillow,pythonmagick,python-imageio,scikit-image

datetime,python-datetime,timedelta,python-dateutil,pytz,pandas

p4eclipse

engineyard,linecache

crosstool-ng,pip,pysam,virtualenv,dronekit-python

equalsverifier

silvertunnel

jt400

gxt,scipy,numpy,formencode,seaborn,pytables

rhamt

flyway,virtualenv,alembic,mysql-python,pip,scipy

lingpipe,spacy,countvectorizer,nltk,scikit-learn,nlp

key-formal-verification

opencmis,twill,setuptools

berkeley-db,numexpr,pyhdf,dask,mysql-python,index-error

xuggle,pydub,python-imageio,pyaudio,wave

jboss-arquillian,numpy,pybuilder,scipy,pandas,python-unittest

gagawa

objectoutputstream,pickle,numexpr,numpy,scipy,scikit-learn

dex2jar

pega,python-requests,cookiejar,httplib,django-piston,spyne

jhat,numexpr,objgraph,memoryview,dask,python-c-api

broadleaf-commerce,numpy,enthought,scikit-learn

genson,pickle,simplejson,django-piston,jsonpickle,attributeerror

singly-linked-list,python-c-api,numexpr,python-internals

graphaware,bulbs,numexpr,index-error,pyhdf,virtualenv

type-equivalence,tetgen

saxon,lxml,elementtree,minidom,beautifulsoup,python-docx

webcam-capture,python-imageio,simplecv,opencv,scikit-image,pyglet

ssh.net

jnetpcap,dpkt,scapy,stem,gnuradio-companion

itextsharp,pdfrw,pypdf,reportlab,pdfminer,pisa

system-rules

eclipse-wtp,enthought,numpy,chameleon,scipy,scikit-learn

soapui,spyne,suds,python-requests,zsi,pysimplesoap

teamcity,tox

plasticscm,review-board

stringwriter

mongodb,pymongo,pyhdf,aplpy,numexpr,matplotlib-venn

jcuda,numexpr,cvxopt

aws-sdk,moto,zappa,starcluster

jvm-crash,numexpr,joblib,virtualenv,enthought,memoryview

corba,python-c-api,numexpr,omniorb,libtorrent,skbio

mbeans,scikit-learn,pickle,python-multiprocessing,numexpr,scipy

ant,pip,virtualenv,setuptools,tox,egg

plantuml,python-sphinx,enthought,pyflakes,pylint,aplpy

jgraph,aplpy,pygraph

blackberry-10

asynchttpclient,python-requests,httplib,urllib,basehttpserver,twill

jericho-html-parser,beautifulsoup,robobrowser,urlparse,mechanicalsoup,lxml

cognos-tm1

google-truth

google-oauth-java-client,google-api-python-client,gspread,google-python-api,pydrive,google-api-php-client

j2ssh

boxable

mason-abm

objenesis

compilation,pip

jtest

exificient

xslt,lxml,elementtree,minidom,beautifulsoup,urlparse

httpbuilder-ng

axiom,spyne,suds,soaplib,zsi,soappy

aop,traitsui,canopy,joblib,attributeerror,python-multiprocessing

snmp4j

jad,pyenchant,distribute,egg,easy-install,enchant

javaagents,numexpr,joblib,cvxopt,scipy,fipy

mime4j

java,numpy,pickle,attributeerror,pandas,ipython

nio,pickle,bytesio,multiprocessing,python-multiprocessing,ftplib

jak,numexpr,matplotlib-basemap,arcpy,scipy,pyproj

sts-springsourcetoolsuite,enthought,numexpr,fipy,canopy,pyhdf

mongojack,marshmallow,python-cloudant,pickle,aplpy,restframeworkmongoengine

jave,python-imageio,opencv,python-imaging-library,scikit-image,pillow

json-lib,pickle,simplejson,numexpr,jsonpickle,python-requests

gettext,urlparse,robobrowser,mako,pyquery,enthought

buildr,virtualenv,tox,pylint,setuptools,python-coverage

jar,pip,ipython,virtualenv,pyinstaller,numpy

jheatchart

api,python-requests,telethon,django-piston,twython,mechanicalsoup

cargo,setuptools,scikit-learn,pip,scipy,virtualenv

java2word

xsom,minidom,numexpr,lxml,elementtree,soaplib

jsonschema2pojo

oracle-fusion-middleware,oracleclient

hprof,objgraph,numexpr,dask,joblib,numpy

arbitrary-precision,gmpy,mpmath,numexpr,cvxopt

bamboo,python-coverage,tox,pip

groovy,ipython,attributeerror,pip,matplotlib,numpy

sql-workbench-j,starcluster,moto,dask,mysql-python

tritonus,wave,pydub,pyaudio,python-imageio

dotcmis

gnostice-pdf-one

dbvisualizer,mysql-python,python-db-api,pypyodbc

bychan

cup,ply,grako,pyparsing,numexpr,python-newspaper

javafx-2

javafx-8

sbt-docker

oracle-adf,numpy,astropy,aplpy,scikit-image,python-imaging-library

jmonkeyengine,openmesh,d,pyopengl,pyglet

cxf-xjc-plugin,numexpr,lxml,attributeerror,minidom

tiles-3

jcc,index-error,difflib,numexpr,attributeerror,pyhdf

hibernate,mysql-python,alembic,sqlalchemy,numpy,scipy

dunit

ajdt,canopy,virtualenv,traitsui,enthought,mayavi

maven-1

azul-zulu

jco,pyro,paster,xmlrpclib,enchant

jcr,tix,attributeerror,paster,pysolr,numexpr

pow,gmpy,mpmath,numexpr,qutip,sympy

jaxp,elementtree,minidom,lxml

jconsole,joblib,numexpr,starcluster,dask,scipy

timestamp,python-datetime,timedelta,python-dateutil,pytz,pandas

jung2

powermock,python-unittest,python-mock,magicmock,pybuilder,doctest

qset

batik,python-imaging-library,reportlab,scikit-image,aplpy

jawt,simplecv,enaml,pyfftw,pyglet,flann

frege,numexpr

java-melody,numpy,numexpr,scikit-learn,scipy,enthought

boundbox

jdb,virtualenv,numexpr,python-click,pip,optparse

jde,pyenchant,easy-install,enchant

google-project-tango

runnable,python-multithreading,multiprocessing,python-multiprocessing,gil,joblib

jxloginpane

byte-buddy,numexpr,cvxopt,sympy

log4cpp

stringbuilder,numexpr

anko,pyhdf,numexpr,pygame-surface,qutip,attributeerror

japplet,python-imaging-library,numpy,ipython,beautifulsoup,scikit-learn

scriptella,sas,pypyodbc

solace,python-pika,dask,joblib,nmf,countvectorizer

jmockit,python-unittest,python-mock,magicmock,pybuilder,doctest

jsr179

ncache

javacompiler,numexpr,pyhdf,cvxopt,epd-python,virtualenv

refit

leadtools-sdk

ffdec

cxf,suds,spyne,soaplib,zsi,soappy

graphiti,enthought,numexpr,scikit-learn,fipy

generics,attributeerror

white,pywinauto,scipy

facebook-java-sdk,facebook-apps

nms,python-pika,pyro,stem

jet

jemos-podam

spring-websocket,python-pika,countvectorizer,pyhdf,python-requests,scikit-learn

cron,pip,virtualenv,python-daemon,supervisord,mysql-python

codahale-metrics,scikit-learn,countvectorizer,nmf,pyhdf

eclipse-rcp,enthought,scikit-learn,fipy,countvectorizer,numexpr

jsf-2.2

messagepack,pickle,numexpr,pyhdf,jsonpickle,sanic

naming-conventions,nameerror,attributeerror,isinstance,python-c-api,pylint

web.xml

twitter-hbc

retrofit2

keyczar

thymeleaf,beautifulsoup,deform,enthought

javafx-3d

static-factory

java-api,pickle,pandas,numpy,numexpr,scipy

dynamicpdf,pdfrw,pypdf

rational-performance-test,twill,python-unittest,numpy,scipy,scikit-image

flutter,scipy,numpy,python-imaging-library,attributeerror,pillow

android-memory,scipy,numpy,python-c-api,python-imageio,pickle

swt-awt,enthought,fipy,enaml,pyglet,urwid

jfr,numexpr,scipy,cvxopt,sympy,astropy

apache-forrest

tooleap

jobjectformatter

graphics2d

pulsar

aspectj,joblib,python-multiprocessing,enthought,lmfit,traitsui

string,index-error,numexpr,difflib,repr,readlines

jpcap,dpkt,scapy,gnuradio-companion

fantom

apache-httpcomponents,python-requests,httplib,urllib,basehttpserver,twill

jprofiler,numexpr,joblib,objgraph,dask,cprofile

sun-codemodel,numexpr,scikit-learn,cvxopt,sympy,fipy

sutime

mirah,numexpr,python-click,joblib,dask,fipy

usb4java

ujmp,numexpr,mpmath,index-error,numpy,qutip

taverna

adobe-pdf-library

mono,virtualenv,canopy,epd-python,pip,ptvs

htmlelements,beautifulsoup,urlparse,robobrowser,findall,mechanicalsoup

dphibernate

sharpen-tool,ptvs,distribute

jdal

quartz-scheduler,python-multiprocessing,dask,python-datetime,scipy,joblib

new-operator,python-c-api,pod

jopenid

android-ndk,opencv,scikit-image,flann,numpy,dronekit-python

genexus,python-requests,urllib,urlparse,pyinstaller,distribute

la4j

cascading,dask,dask-distributed,hdfstore

hadoop,dask,numexpr,pyhdf,hdfstore,nmf

xcore,numexpr,pyflakes,enthought,attributeerror,sympy

readline,python-os,readlines,bytesio,python-click,sys

java-websocket,basehttpserver,twill,python-multiprocessing,python-pika,xmpppy

visualvm,joblib,numexpr,objgraph,dask,scipy

substance

cursive,pyflakes,pylint,fipy,numexpr,python-jedi

volatile,gil,multiprocessing,python-multiprocessing,joblib,python-multithreading

google-diff-match-patch,difflib,numexpr,repr,index-error,urlparse

hdf,numexpr,numpy,dask,hdfstore,graphlab

deployment-descriptor,scikit-learn,enthought,webob,virtualenv,numpy

jbuilder,nameerror

umple

visad

rest-assured,python-requests,python-unittest,twill,django-piston,numpy

reactfx,joblib,numexpr,rx-py,python-multiprocessing,dask

json4j

japid

hdfs,dask,hdfstore

guava,pickle,numexpr,dask,numpy,joblib

jmock,python-unittest,python-mock,magicmock,pybuilder,python-coverage

awt

pixelmed

argouml,sympy

woe-id

pdf-java-toolkit

rivr

sfml,pygame,pyglet,aggdraw,python-c-api

tinyos,gnuradio-companion,gnuradio,dpkt,dronekit-python,python-c-api

alice

hapi-fhir,numexpr,mpmath,python-c-api

classmate

spring-roo,canopy,enthought,numpy,traitsui,scipy

kabeja

java-bytecode-asm,numexpr,cvxopt,sympy,stackframe,python-c-api

nodatime,python-datetime,python-dateutil,pytz,timedelta

aether,setuptools,egg,pip

gwtupload,twill,urlfetch,scipy,basehttpserver,django-piston

boilerpipe,urlparse,robobrowser,python-newspaper,pyhdf,numexpr

dbsetup

stripe-payments,balanced-payments

spock,python-unittest,pybuilder,python-mock,tox,magicmock

collections,dictionary,ordereddictionary,itertools,enumerate,python-internals

pitest,python-coverage,python-unittest,tox,pybuilder,doctest

ion-koush,python-requests,qpython,python-imaging-library,pyhdf,scikit-image

invokelater,joblib

package-design

jscience,numexpr,cvxopt,qutip,scipy

berkeley-db-xml,python-newspaper,urlparse,paster,numexpr,robobrowser

vaadin10

jdbi,mysql-python,python-db-api,pymysql

argparse4j

jdk1.4

jdk1.5

robospice,python-requests,pickle,urllib,pyhdf,numpy

jtidy,beautifulsoup,urlparse,robobrowser,mechanicalsoup,elementtree

xstream,elementtree,numexpr,minidom,lxml,attributeerror

openexi

jdk1.6

luaj,numexpr,python-c-api

roottools,virtualenv,pip,canopy,python-idle,epd-python

katharsis,restframeworkmongoengine,pyhdf,python-requests,qutip,pylearn

sql2java

jekejeke

introspection,attributeerror,numexpr,pyhdf,isinstance,functools

logarithm,qutip,lmfit,scipy,mpmath,cvxopt

httpfs

geotools,matplotlib-basemap,numexpr,arcpy,aplpy

joauth

java-mission-control,scipy,numexpr,scikit-learn,cvxopt,joblib

tigase,xmpppy,epd-python,python-multiprocessing,dask-distributed,twill

hibernate-tools,numexpr,scipy,scikit-learn

lwjgl,pyopengl,pyglet

template-engine,genshi,mako,flask-babel,deform,numexpr

vaadin,numpy,matplotlib,scipy,ipython,bokeh

jks,pyopenssl,python-cryptography

sshj,pxssh,pip,virtualenv,python-click

pdfbox,pypdf,reportlab,pdfrw,pdfminer,pisa

gdata-java-client

ff4j

couchbase-java-api,dask-distributed,python-cloudant,pysolr,dask,couchdb-python

jshell,numexpr,virtualenv,pip,scipy,pysam

tinyradius

selectsinglenode,elementtree,lxml,minidom,beautifulsoup

clif

bliki

jdee

blackberry-jde,distribute,aplpy

imageobserver

jaxb2-basics

jquantlib

barcode4j

jzy3d

commercetools

apache-poi,openpyxl,python-docx,xlwt,pandas,numpy

webharvest,beautifulsoup,robobrowser,mechanicalsoup,python-requests,urlparse

jenkins-2

android-annotations,python-requests,pip,distribute,telethon,attributeerror

akka-stream,numexpr,countvectorizer,pyhdf,pickle,spacy

retlang

dbfit,python-unittest,python-datetime,python-coverage

rxtx,pyusb,gnuradio,python-idle,healpy,dronekit-python

cobertura,python-coverage,tox,pybuilder,python-unittest,setuptools

jmc,numexpr,dask,scipy,joblib,memoryview

tabula,bytesio,index-error,numexpr,pyhdf,matplotlib-venn

jmh,numexpr,dask,joblib,scipy,numpy

project-wonder

cucumber,lettuce,python-unittest,splinter

google-cloud-endpoints,endpoints-proto-datastore,google-cloud-datastore,gcloud-python,google-api-python-client,google-python-api

jncryptor,pycrypto,python-cryptography,pyopenssl,crypt

wsdl4j

apache-commons-compress,tarfile,scipy

bazel,skbio,pip

jline2

android-ksoap2

scalacheck,numexpr,cvxopt,countvectorizer,nmf,pyhdf

jmx,starcluster,scipy,virtualenv,numexpr,pyro

hibernate3

ldap,python-ldap,cookiejar,virtualenv,cookielib,attributeerror

fastutil

db4o

intelinde

cucumberjs,python-unittest

runtime,numexpr,pyhdf,index-error,ipython,cvxopt

staruml,sympy

catch-exception

morphline

draw2d

eclipse,virtualenv,enthought,pip,numpy,numexpr

jnr

languagetool,spacy,nltk,python-newspaper,textblob,countvectorizer

ibm-was,numexpr,python-requests,webob,paster

javapackager,pyinstaller,pip,enthought,python-idle,enaml

drombler-fx

apache-commons-config,beautifulsoup,lxml,numexpr,elementtree,python-newspaper

bonecp,mysql-python,numexpr,pymysql,scipy,numpy

jets3t

deeplearning4j

wlst,numexpr,scipy,astropy,enthought,dask

swingx,aplpy

timezone,python-datetime,pytz,python-dateutil,timedelta

jol

rets,xapian,urlparse,paster,mysql-python

htmlcleaner,beautifulsoup,urlparse,robobrowser,mechanicalsoup,lxml

opencsv,pandas,numexpr,attributeerror,python-datetime,numpy

squirrel-sql,mysql-python,pypyodbc

mockito,python-mock,python-unittest,magicmock,pybuilder,tox

jcodemodel,numexpr,memoryview,pyhdf,namedtuple,qutip

scala-dispatch,python-requests,pickle,basehttpserver,attributeerror,numexpr

moxiemocks

j8583

amazon-web-services,moto,starcluster,zappa

arduino-ide,healpy,dronekit-python

jdk6

vuforia,opencv,imshow,scikit-image

sim-toolkit,distribute,pyudev,textctrl,astropy

general-sql-parser

expectit

boofcv,scikit-image,opencv

moea-framework

exception-handling,try-except,attributeerror,sanic,joblib,index-error

tokyo-cabinet,numexpr,dask,nmf,index-error,aplpy

formatexception

wiremock,python-unittest,python-mock,magicmock,pybuilder,twill

velocity,numpy,qutip,scipy,sympy,scikit-learn

jfreereport

jgiven

btrace,pyro,libtcod

zendesk,python-requests,twill,cookiejar,rauth,django-piston

lpsolve,cvxopt,qutip,numpy,numexpr,scipy

html-parser,beautifulsoup,robobrowser,urlparse,mechanicalsoup,python-newspaper

toarray,ordereddictionary,enumerate,namedtuple,dictionary,numexpr

wsimport,suds,spyne,soaplib,zsi,soappy

dayofweek,python-datetime,python-dateutil,timedelta,pytz

stanford-nlp,nltk,spacy,nlp,textblob,countvectorizer

woodstock

opencv,scikit-image,simplecv,python-imageio,python-imaging-library,imshow

google-eclipse-plugin,endpoints-proto-datastore,pip,fipy,virtualenv,gcloud-python

speedment

sbt,pip,pyhdf,numexpr,virtualenv,distribute

approval-tests

jasmin-x86

jstyleparser

codenameone,ipython,kivy,aplpy,python-imaging-library,pyinstaller

external-sorting,numexpr,index-error

cucumber-java,lettuce,python-unittest

perfect-developer

jrebel,scikit-learn,setuptools,scipy,enthought,numexpr

rally,django-piston,telethon,python-requests,xmlrpclib,twill

cruisecontrol.net

bindingsource

playbook,distribute,aplpy

dfc,aplpy,numpy,numexpr,matplotlib-basemap,enthought

c#,pandas,numpy,scipy,python-requests,pip

invokeandwait,multiprocessing,python-multiprocessing,joblib,python-multithreading,numexpr

antlr,ply,python-newspaper,pyparsing,grako,numexpr

documentation,python-sphinx,aplpy,pyhdf,qutip,attributeerror

ebean,numexpr,pyhdf,alembic,marshmallow,scipy

rtsj

concurrent-ruby

steam-condenser

sapjco3

c5

okio,python-requests,pyhdf,qpython,distribute,pip

jwpl

sdl,pyglet,pyopengl,python-c-api,qutip,enaml

jsf

coverity-prevent

jnaerator,python-c-api,ctypes,numexpr,skbio,memoryview

joptimizer

google-code,review-board

rexx,spss-modeler,astropy

agile-central

siena,numexpr,pyhdf,joblib,dask,qutip

lucene,pysolr,whoosh,xapian,sphinx

azure-java-sdk

luajava,numexpr,epd-python,canopy,healpy,cvxopt

enplug-sdk

openjml

unsafe,python-c-api,numexpr,tetgen

clientbundle,pyjamas,textctrl,scipy,aplpy,astropy

proguard,numpy,distribute,easy-install,setuptools,pyhdf

jarjar,setuptools,fipy,pip,enthought,virtualenv

datetime-format,python-datetime,python-dateutil,timedelta,pytz

appengine-gradle-plugin

sejda

javadoc,pylint,pyflakes,fipy,numexpr,python-sphinx

freemarker,genshi,mako,enthought,attributeerror,beautifulsoup

selenium,splinter,beautifulsoup,robobrowser,mechanicalsoup,python-requests

facebook4j

particle-swarm,cvxopt,qutip,scipy

jgrapht

canvas3d

jboss-forge,enthought,virtualenv,easy-install,scikit-learn,setuptools

parboiled2

rdf4j

innovation

jsobject,pyjamas,beautifulsoup,robobrowser,numpy,virtualenv

skype4java

dotnet-httpclient,python-requests

jdmk

osmandmapcreator

jpedal,python-imaging-library,reportlab,pillow,beautifulsoup,scikit-image

migration-manager

j48

team-explorer-everywhere,pip,ptvs,virtualenv,distribute,setuptools

jung,scikit-learn

sqlcipher,epd-python,graphlab,mysql-python,pyhdf,virtualenv

ta-lib,index-error,numexpr,pyhdf,graphlab,mpmath

mina,virtualenv,telnetlib

window-tester,fipy,enthought,urwid,enaml,scikit-learn

f#,numexpr,numpy,scikit-learn,distribute,scipy

xdoclet,enthought,numexpr,scikit-learn,fipy,numpy

j2objc

quartz.net

icefaces

jmap,numexpr,objgraph,memoryview,dask,joblib

bcel,numexpr,sympy,cvxopt

javers,countvectorizer,pyhdf,restframeworkmongoengine,nmf,numexpr

wisdom-framework

jus

jespa

eclipse-jdt,numexpr,scikit-learn,sympy,pysam,enthought

javap,numexpr

eclim,python-jedi,sublime-anaconda,python-idle,virtualenv,pyenv

spring-tool-suite,enthought,scipy,virtualenv,numpy,skbio

dx,fipy,pyhdf,numexpr,canopy,cvxopt

spoiwo

linked-list,numexpr,python-c-api,python-internals,index-error

javaw,winreg,python-os,urwid

webdriver,splinter,beautifulsoup,web-scraping

powerpoint,python-docx

jvm,numexpr,joblib,dask,pickle,multiprocessing

image4j

el,scikit-learn,enthought,numexpr,countvectorizer,numpy

count,pandas,max,index-error

jdom,elementtree,minidom,lxml,numexpr,urlparse

bfo,urlparse,reportlab,attributeerror,numexpr,pisa

topic-modeling,countvectorizer,scikit-learn,spacy,nmf,catboost

mpj-express,numexpr,joblib,dask,gil,multiprocessing

berkeley-db-je,numexpr,dask,cvxopt,nmf

minimal-json

jonix

sodium,numexpr,pyhdf,cvxopt,enaml,memoryview

jodd

transfuse

leakcanary,objgraph,joblib,python-c-api,pickle,python-multiprocessing

jwi,spacy,nltk,countvectorizer,nlp,textblob

rx-java,rx-py,scipy,python-multiprocessing,pickle,joblib

smallsql

jabaco

nuiton

mulan

dispatch-scala

javahg

artoolkit,opencv,scikit-image

mrunit,dask

klocwork

solr,pysolr,xapian,whoosh,sphinx

libgdx,pygame,pyglet,numpy,scipy,matplotlib

json,mechanicalsoup,python-requests,numexpr,pickle,pyhdf

imgscalr,scikit-image,python-imaging-library,python-imageio,pillow

solrmeter

object-reference

pivot4j

appium,splinter,python-appium,python-unittest,pywinauto

birt,matplotlib,bokeh,scikit-learn,reportlab,patsy

itext,pdfrw,pypdf,reportlab,pdfminer,pisa

pdfclown,pdfrw,pypdf,reportlab,pdfminer,platypus

apache-kafka-streams,dask-distributed,nmf,scikit-learn,dask,pyhdf

orika,numexpr,scikit-learn,countvectorizer,pickle,marshmallow

apache-chemistry,paster

jasper-reports,reportlab,matplotlib,pypdf,pdfminer,pdfrw

ical4j

biweekly

jxbrowser,textctrl,enaml,fipy

apache-crunch,dask,hdfstore

json-simple,pickle,numexpr,pandas,attributeerror,numpy

gate,spacy,nltk,countvectorizer,nlp,scikit-learn

cups4j

tt4j

aqtime,tetgen

odata4j

quantlib,python-c-api,py++,skbio,enaml,numexpr

jodatime,python-datetime,pytz,python-dateutil,timedelta

system.reactive

x509certificate

database-design,mysql-python

